country,year,hiv_deaths,doctors_per_1000,number_of_doctors
Brazil,2010,15.0,,
Barbados,2010,60.0,,
Bhutan,2010,60.0,,
Botswana,2010,,0.392,392.0
Central African Republic,2010,,,
Canada,2010,350.0,2.04,2040.0
Switzerland,2010,60.0,3.81,3810.0
China,2010,,1.46,1460.0
Cote d'Ivoire,2010,,,
Cameroon,2010,,0.086,86.0
"Congo, Rep.",2010,,0.111,111.0
Colombia,2010,11.0,1.66,1660.0
Comoros,2010,,,
Costa Rica,2010,350.0,2.28,2280.0
Cuba,2010,150.0,6.78,6780.0
Czech Republic,2010,,3.6,3600.0
Germany,2010,,3.73,3730.0
Djibouti,2010,,,
Denmark,2010,,3.72,3720.0
Dominican Republic,2010,2000.0,,
Algeria,2010,,,
Ecuador,2010,2100.0,2.11,2110.0
Egypt,2010,,,
Eritrea,2010,,0.041,41.0
Spain,2010,,3.76,3760.0
Estonia,2010,,3.24,3240.0
Finland,2010,,3.44,3440.0
Fiji,2010,60.0,,
France,2010,1300.0,3.4,3400.0
Gabon,2010,,,
UK,2010,350.0,2.66,2660.0
Georgia,2010,150.0,4.75,4750.0
Ghana,2010,,0.091,91.0
Guinea,2010,,,
Gambia,2010,,,
Guinea-Bissau,2010,,,
Equatorial Guinea,2010,,,
Greece,2010,150.0,5.8,5800.0
Guatemala,2010,2100.0,,
Guyana,2010,350.0,0.689,689.0
Honduras,2010,3000.0,0.29,290.0
Croatia,2010,60.0,2.82,2820.0
Haiti,2010,5900.0,,
Hungary,2010,150.0,2.87,2870.0
Indonesia,2010,12.0,0.138,138.0
India,2010,,,
Ireland,2010,60.0,4.16,4160.0
Iran,2010,8000.0,,
Iceland,2010,60.0,3.59,3590.0
Israel,2010,60.0,3.52,3520.0
Italy,2010,600.0,3.78,3780.0
Jamaica,2010,1800.0,,
Japan,2010,150.0,2.21,2210.0
Kazakhstan,2010,1200.0,3.84,3840.0
Kenya,2010,,0.172,172.0
Kyrgyz Republic,2010,350.0,2.31,2310.0
Cambodia,2010,1500.0,0.229,229.0
South Korea,2010,350.0,2.01,2009.9999999999998
Lao,2010,350.0,0.332,332.0
Lebanon,2010,150.0,2.32,2320.0
Liberia,2010,,0.022,22.0
Sri Lanka,2010,350.0,0.71,710.0
Lesotho,2010,,0.068,68.0
Lithuania,2010,60.0,3.9,3900.0
Luxembourg,2010,60.0,2.77,2770.0
Latvia,2010,600.0,3.1,3100.0
Morocco,2010,,,
Moldova,2010,1000.0,2.65,2650.0
Madagascar,2010,,0.19,190.0
Maldives,2010,60.0,1.45,1450.0
Mexico,2010,5000.0,2.03,2029.9999999999998
Mali,2010,,0.099,99.0
Malta,2010,60.0,2.13,2130.0
Myanmar,2010,17.0,0.535,535.0
Mongolia,2010,60.0,2.77,2770.0
Mozambique,2010,,0.05,50.0
Mauritania,2010,1300.0,0.16,160.0
Mauritius,2010,600.0,1.17,1170.0
Malawi,2010,49.0,,
Malaysia,2010,,1.15,1150.0
Namibia,2010,5700.0,,
Niger,2010,4000.0,,
Nigeria,2010,210.0,,
Nicaragua,2010,350.0,0.724,724.0
Netherlands,2010,150.0,2.96,2960.0
Norway,2010,60.0,4.11,4110.0
Nepal,2010,,,
New Zealand,2010,60.0,2.63,2630.0
Oman,2010,,2.03,2029.9999999999998
Pakistan,2010,,0.745,745.0
Panama,2010,1300.0,1.41,1410.0
Peru,2010,3500.0,,
Philippines,2010,,1.26,1260.0
Papua New Guinea,2010,1200.0,0.05,50.0
Poland,2010,150.0,2.16,2160.0
Portugal,2010,350.0,3.98,3980.0
Qatar,2010,,4.04,4040.0
Romania,2010,600.0,2.5,2500.0
Rwanda,2010,7300.0,0.055,55.0
Sudan,2010,5600.0,,
Senegal,2010,1800.0,,
Singapore,2010,,1.75,1750.0
Sierra Leone,2010,2700.0,0.021,21.0
El Salvador,2010,350.0,,
Somalia,2010,3100.0,,
Serbia,2010,150.0,2.92,2920.0
South Sudan,2010,,,
Sao Tome and Principe,2010,60.0,,
Suriname,2010,350.0,,
Slovak Republic,2010,60.0,3.36,3360.0
Slovenia,2010,60.0,2.42,2420.0
Sweden,2010,60.0,3.81,3810.0
Eswatini,2010,7800.0,,
Chad,2010,,,
Togo,2010,,0.0506,50.6
Thailand,2010,,0.384,384.0
Tajikistan,2010,,1.68,1680.0
Trinidad and Tobago,2010,600.0,1.7,1700.0
Tunisia,2010,60.0,1.19,1190.0
Turkey,2010,,1.69,1690.0
Tanzania,2010,91.0,,
Uganda,2010,66.0,,
Ukraine,2010,23.0,3.49,3490.0
Uruguay,2010,600.0,,
USA,2010,20.0,,
Uzbekistan,2010,,2.54,2540.0
Venezuela,2010,3100.0,,
Vietnam,2010,,0.715,715.0
Yemen,2010,1500.0,,
South Africa,2010,300.0,,
Zambia,2010,,0.061,61.0
Zimbabwe,2010,78.0,0.126,126.0
Afghanistan,2011,350.0,0.259,259.0
Angola,2011,,,
Argentina,2011,,,
Armenia,2011,350.0,2.82,2820.0
Australia,2011,150.0,3.31,3310.0
Austria,2011,60.0,4.88,4880.0
Azerbaijan,2011,350.0,3.36,3360.0
Burundi,2011,,0.038,38.0
Belgium,2011,60.0,2.94,2940.0
Benin,2011,,0.056,56.0
Burkina Faso,2011,,0.037,37.0
Bangladesh,2011,,0.382,382.0
Bulgaria,2011,350.0,3.76,3760.0
Bahamas,2011,350.0,2.2,2200.0
Belarus,2011,,4.62,4620.0
Belize,2011,350.0,,
Bolivia,2011,1600.0,0.459,459.0
Brazil,2011,15.0,1.84,1840.0
Barbados,2011,60.0,,
Bhutan,2011,60.0,,
Botswana,2011,,0.384,384.0
Central African Republic,2011,,,
Canada,2011,350.0,,
Switzerland,2011,60.0,3.83,3830.0
China,2011,,1.49,1490.0
Cote d'Ivoire,2011,,0.149,149.0
Cameroon,2011,,0.09,90.0
"Congo, Rep.",2011,,0.158,158.0
Colombia,2011,9700.0,1.73,1730.0
Comoros,2011,,,
Costa Rica,2011,350.0,2.35,2350.0
Cuba,2011,150.0,6.96,6960.0
Czech Republic,2011,,3.64,3640.0
Germany,2011,,3.82,3820.0
Djibouti,2011,,,
Denmark,2011,,3.79,3790.0
Dominican Republic,2011,1700.0,1.51,1510.0
Algeria,2011,,,
Ecuador,2011,2000.0,1.66,1660.0
Egypt,2011,,,
Eritrea,2011,,0.042,42.0
Spain,2011,,3.84,3840.0
Estonia,2011,,3.29,3290.0
Finland,2011,,3.54,3540.0
Fiji,2011,60.0,,
France,2011,1300.0,3.17,3170.0
Gabon,2011,,,
UK,2011,350.0,2.69,2690.0
Georgia,2011,150.0,4.81,4810.0
Ghana,2011,,0.095,95.0
Guinea,2011,,,
Gambia,2011,,,
Guinea-Bissau,2011,,0.062,62.0
Equatorial Guinea,2011,,,
Greece,2011,150.0,5.83,5830.0
Guatemala,2011,2500.0,,
Guyana,2011,350.0,,
Honduras,2011,2800.0,,
Croatia,2011,60.0,2.87,2870.0
Haiti,2011,5800.0,0.14,140.0
Hungary,2011,60.0,2.96,2960.0
Indonesia,2011,15.0,,
India,2011,,,
Ireland,2011,60.0,4.14,4140.0
Iran,2011,8300.0,,
Iceland,2011,60.0,3.5,3500.0
Israel,2011,60.0,3.52,3520.0
Italy,2011,600.0,3.86,3860.0
Jamaica,2011,1600.0,,
Japan,2011,150.0,,
Kazakhstan,2011,1200.0,3.86,3860.0
Kenya,2011,,0.177,177.0
Kyrgyz Republic,2011,350.0,2.27,2270.0
Cambodia,2011,1400.0,0.226,226.0
South Korea,2011,350.0,2.06,2060.0
Lao,2011,350.0,,
Lebanon,2011,150.0,2.7,2700.0
Liberia,2011,,,
Sri Lanka,2011,350.0,0.723,723.0
Lesotho,2011,,,
Lithuania,2011,60.0,4.0,4000.0
Luxembourg,2011,60.0,2.77,2770.0
Latvia,2011,600.0,3.11,3110.0
Morocco,2011,,,
Moldova,2011,1000.0,2.74,2740.0
Madagascar,2011,,0.14,140.0
Maldives,2011,60.0,,
Mexico,2011,4900.0,2.13,2130.0
Mali,2011,,0.114,114.0
Malta,2011,60.0,2.21,2210.0
Myanmar,2011,16.0,0.564,564.0
Mongolia,2011,60.0,2.9,2900.0
Mozambique,2011,,0.053,53.0
Mauritania,2011,1500.0,,
Mauritius,2011,600.0,1.41,1410.0
Malawi,2011,44.0,,
Malaysia,2011,,1.25,1250.0
Namibia,2011,5200.0,,
Niger,2011,4000.0,,
Nigeria,2011,210.0,,
Nicaragua,2011,350.0,0.808,808.0
Netherlands,2011,150.0,3.13,3130.0
Norway,2011,60.0,4.19,4190.0
Nepal,2011,,,
New Zealand,2011,60.0,2.65,2650.0
Oman,2011,,1.97,1970.0
Pakistan,2011,,0.767,767.0
Panama,2011,1200.0,1.5,1500.0
Peru,2011,3000.0,,
Philippines,2011,,,
Papua New Guinea,2011,1100.0,,
Poland,2011,150.0,2.18,2180.0
Portugal,2011,350.0,4.12,4120.0
Qatar,2011,,,
Romania,2011,350.0,2.53,2530.0
Rwanda,2011,6400.0,0.0129,12.9
Sudan,2011,5600.0,,
Senegal,2011,1600.0,,
Singapore,2011,,1.83,1830.0
Sierra Leone,2011,2600.0,0.025,25.0
El Salvador,2011,350.0,,
Somalia,2011,3100.0,,
Serbia,2011,150.0,2.94,2940.0
South Sudan,2011,11.0,,
Sao Tome and Principe,2011,60.0,,
Suriname,2011,350.0,,
Slovak Republic,2011,60.0,3.3,3300.0
Slovenia,2011,60.0,2.48,2480.0
Sweden,2011,60.0,3.88,3880.0
Eswatini,2011,6800.0,0.099,99.0
Chad,2011,,,
Togo,2011,,,
Thailand,2011,,,
Tajikistan,2011,,1.7,1700.0
Trinidad and Tobago,2011,600.0,1.71,1710.0
Tunisia,2011,60.0,,
Turkey,2011,,1.7,1700.0
Tanzania,2011,84.0,,
Uganda,2011,62.0,,
Ukraine,2011,22.0,3.49,3490.0
Uruguay,2011,600.0,,
USA,2011,20.0,,
Uzbekistan,2011,,2.5,2500.0
Venezuela,2011,2900.0,,
Vietnam,2011,,,
Yemen,2011,1600.0,,
South Africa,2011,270.0,,
Zambia,2011,,,
Zimbabwe,2011,58.0,0.081,81.0
